EBITDA,Free Cash Flow,Total Cash,Total Revenue,Revenue/sh,Enterprise Value,Enterprise To Revenue,Enterprise To EBITDA,Sharpe Ratio,Div Payout Ratio,Consecutive Yrs Div Increase,ROE,ROA,Beneish M,Altman Z,S&P 500 Member,Dow Jones Member,Industry,Sector,Company,Symbol,Risk Score,Risk Category
92028000.0,391114752.0,1826516992.0,4771436032.0,55.1,5935032320.0,1.244,64.492,0.3672136489,0.3399999999999999,5,-0.178,-0.102,-2.05,0.75,0,0,Internet Content & Information,Communication Services,IAC Inc.,IAC,0,Medium
-17312000.0,26796500.0,77267000.0,85956000.0,1.63,-5928089.0,-0.069,0.342,-1.10518364212,0.3399999999999999,0,-0.3339999999999999,-0.245,-1.82,-1.03,0,0,Broadcasting,Communication Services,CuriosityStream Inc.,CURI,7,High
145636992.0,30515750.0,180080000.0,370057984.0,3.26,2375171072.0,6.418,16.309,0.5076538297,0.3399999999999999,0,-1.294,0.3060599999999995,-0.69,0.11,0,0,Telecom Services,Communication Services,Gogo Inc.,GOGO,3,Medium
857000000.0,-465500000.0,320000000.0,4121999872.0,48.21,6443691008.0,1.563,7.519,0.0685276901,0.3399999999999999,0,0.019,0.008,-2.86,1.05,0,0,Telecom Services,Communication Services,United States Cellular Corporat,USM,0,Medium
447431008.0,258456752.0,720825024.0,1416195968.0,30.04,4114293504.0,2.905,9.195,-0.381925397,0.3399999999999999,0,0.011,0.006,-2.81,2.97,0,0,Advertising Agencies,Communication Services,"Ziff Davis, Inc.",ZD,-3,Low
574798976.0,-15523625.0,314616000.0,2508196096.0,5.32,7640394240.0,3.046,13.292,0.226382596,0.3399999999999999,0,0.04,-0.026,-2.64,-1.17,0,0,Advertising Agencies,Communication Services,"Clear Channel Outdoor Holdings,",CCO,0,Medium
5597379072.0,5177665024.0,2286277120.0,19406538752.0,40.1,20625807360.0,1.063,3.685,0.3457650839,1.386,0,0.085,0.0409999999999999,-2.91,1.29,0,0,Telecom Services,Communication Services,TIM S.A.,TIMB,0,Medium
33364000.0,6630125.0,2540000.0,266403008.0,9.83,259270720.0,0.973,7.771,0.3457650839,0.3399999999999999,0,0.087,0.031,-2.28,0.62,0,0,Broadcasting,Communication Services,"Salem Media Group, Inc.",SALM,3,Medium
-8284000.0,1698562.5,5727000.0,5392000.0,0.24,699352.0,0.13,-0.084,0.3457650839,0.3399999999999999,0,-0.669,-0.171,-3.88,-5.68,0,0,Telecom Services,Communication Services,AirNet Technology Inc.,ANTE,7,High
85702000.0,28810000.0,15661000.0,781246016.0,135.67,619697728.0,0.793,7.231,0.3457650839,0.3399999999999999,0,0.243,0.016,-2.32,0.84,0,0,Publishing,Communication Services,"Lee Enterprises, Incorporated",LEE,3,Medium
2937999872.0,1348499968.0,5200000000.0,13973999616.0,24.69,18649948160.0,1.335,6.348,0.0948557185,0.24,0,0.098,0.05,-2.53,2.3,1,0,Entertainment,Communication Services,Fox Corporation,FOXA,-7,Low
2439000064.0,1658625024.0,102000000.0,7818999808.0,4.06,58518249472.0,7.484,23.993,0.3457650839,0.521,0,0.55,0.111,-2.64,3.37,0,0,Publishing,Communication Services,RELX PLC PLC,RELX,-6,Low
41380000.0,-1497750.0,13141000.0,136660992.0,0.08,3787376896.0,27.714,91.527,0.4880274637,0.3399999999999999,0,-0.934,-0.3279999999999999,-3.41,-2.62,0,0,Telecom Services,Communication Services,"Globalstar, Inc.",GSAT,3,Medium
-3642459.0,1698562.5,39317944.0,5729837.0,0.52,-24161570.0,-4.217,6.633,0.3457650839,0.3399999999999999,0,-0.0819999999999999,-0.075,0.41,2.78,0,0,Electronic Gaming & Multimedia,Communication Services,GigaMedia Limited,GIGM,4,High
140044992.0,108333752.0,76244000.0,815883008.0,22.53,1805751808.0,2.213,12.894,0.3623098111,0.392,0,0.1939999999999999,0.103,-2.51,4.19,0,0,Internet Content & Information,Communication Services,"Shutterstock, Inc.",SSTK,-3,Low
-3923890.0,-3264535.0,44416764.0,39545108.0,0.64,-2349689.0,-0.059,0.599,0.3457650839,0.3399999999999999,0,-0.043,-0.036,0.23,1.28,0,0,Internet Content & Information,Communication Services,"IZEA Worldwide, Inc.",IZEA,7,High
5785000.0,5457500.0,6531000.0,59061000.0,7.89,178595024.0,3.024,30.872,0.3457650839,0.3399999999999999,0,1.03,-0.108,-3.01,-0.03,0,0,Broadcasting,Communication Services,Mediaco Holding Inc.,MDIA,7,High
339529984.0,188052992.0,44884000.0,2221683968.0,51.97,2451315200.0,1.103,7.22,-0.206633356,0.642,0,0.102,0.02,-2.52,1.36,0,0,Advertising Agencies,Communication Services,Deluxe Corporation,DLX,0,Medium
-48247000.0,-48557500.0,86456000.0,1237000.0,0.07,540660928.0,133.02822999999944,-11.206,0.547481635,0.3399999999999999,0,-0.263,-0.175,-3.66,1.67,0,0,Telecom Services,Communication Services,Anterix Inc.,ATEX,7,High
-6302000.0,-9710000.0,4454000.0,38978000.0,1.1,29171382.0,0.748,-4.629,0.3457650839,0.3399999999999999,0,-0.326,-0.2239999999999999,-3.5,-0.62,0,0,Advertising Agencies,Communication Services,ZW Data Action Technologies Inc,CNET,7,High
74698000.0,178592752.0,431161984.0,1118066944.0,15.44,2419960832.0,2.164,32.397,0.2846860594,0.3399999999999999,0,0.054,0.038,-2.91,3.89,0,0,Internet Content & Information,Communication Services,Yelp Inc.,YELP,-6,Low
2561999872.0,1326499968.0,126000000.0,8919000064.0,2.24,34382995456.0,3.855,13.42,0.310384254,0.297,0,-0.348,0.115,-2.81,1.8,0,0,Entertainment,Communication Services,Sirius XM Holdings Inc.,SIRI,-3,Low
22068500.0,8358000.0,52340000.0,112784000.0,19.01,98625152.0,0.874,4.469,-0.157477678,0.245,0,0.031,0.025,-2.82,3.07,0,0,Broadcasting,Communication Services,"Saga Communications, Inc.",SGA,-3,Low
8632000512.0,541500032.0,596000000.0,23755999232.0,26.12,74769088512.0,3.147,8.662,0.3457650839,1.585,2,0.147,0.042,-2.73,1.16,0,0,Telecom Services,Communication Services,"BCE, Inc.",BCE,0,Medium
42744000.0,21842624.0,55670000.0,816697984.0,5.38,783301568.0,0.959,18.325,-0.074804153,0.3399999999999999,0,-0.4429999999999999,-0.17,-2.51,-1.14,0,0,Telecom Services,Communication Services,Ribbon Communications Inc.,RBBN,3,Medium
20803999744.0,5816750080.0,60102586122.23992,123067000000.0,354.66,-1847048204.8,-0.333,-1.967,0.3457650839,0.3399999999999999,0,0.019,0.01,-2.17,1.83,0,0,Internet Content & Information,Communication Services,"Baidu, Inc.",BIDU,-12,Low
317320992.0,153626496.0,13746000.0,1184098944.0,34.8,1223178496.0,1.033,3.855,0.3457650839,0.3399999999999999,0,0.292,0.083,-2.83,1.31,0,0,Internet Content & Information,Communication Services,"Thryv Holdings, Inc.",THRY,0,Medium
5060013056.0,1698562.5,128150676.0,29236043776.0,148.11,299697472.0,0.01,0.059,0.3457650839,0.3399999999999999,0,0.09,0.03,-2.17,0.83,0,0,Telecom Services,Communication Services,Sify Technologies Limited - Ame,SIFY,0,Medium
290278016.0,270920256.0,223252992.0,2168440064.0,12.91,4511894016.0,2.081,15.543,0.5871660826,0.3289999999999999,0,0.113,0.068,-2.27,5.53,0,0,Publishing,Communication Services,New York Times Company (The),NYT,-6,Low
-437666496.0,1698562.5,1315943040.0,914542016.0,75.38,-1285444992.0,-1.406,2.937,0.3457650839,0.3399999999999999,0,-0.141,-0.084,-2.76,0.51,0,0,Internet Content & Information,Communication Services,Phoenix New Media Limited,FENG,3,Medium
-38929500.0,1698562.5,194308000.0,332487008.0,8.1,-125176720.0,-0.376,3.215,0.3457650839,0.3399999999999999,0,0.171,0.111,-5.0,-1.8,0,0,Internet Content & Information,Communication Services,36Kr Holdings Inc.,KRKR,3,Medium
1418000000.0,846750016.0,1883000064.0,10385000448.0,17.62,12926001152.0,1.245,9.116,0.3816040941,0.252,0,0.057,0.0279999999999999,-2.65,1.44,1,0,Entertainment,Communication Services,News Corporation,NWSA,-4,Low
-38890396.0,-1247609.0,22998890.0,131906832.0,8.42,159393744.0,1.208,-4.099,-0.928792192,0.3399999999999999,0,-0.906,-0.178,-1.42,-0.37,0,0,Entertainment,Communication Services,Chicken Soup for the Soul Enter,CSSE,3,Medium
-12169000.0,-162904880.0,315595008.0,743868992.0,24.99,268685312.0,0.361,-22.079,0.4537558453,0.3399999999999999,0,-0.997,-0.152,-1.4,-2.0,0,0,Internet Content & Information,Communication Services,"Groupon, Inc.",GRPN,3,Medium
1706610048.0,1087501312.0,10964549632.0,13691901952.0,69.01,-1847048204.8,-0.454,-3.645,0.3457650839,0.3399999999999999,0,-0.303,-0.186,-2.81,2.21,0,0,Internet Content & Information,Communication Services,Hello Group Inc.,MOMO,-6,Low
1462871040.0,1698562.5,20936867840.0,6661664768.0,52.85,-1847048204.8,-2.412,-10.984,0.3457650839,0.3399999999999999,0,0.065,0.052,-2.99,5.21,0,0,Internet Content & Information,Communication Services,Autohome Inc.,ATHM,-9,Low
-12200198.0,-2981762.0,2165977.0,3911431.0,0.66,15768216.0,4.031,-1.292,0.3457650839,0.3399999999999999,0,1.6675499999999912,-1.31077,-6.6006,-13.5942,0,0,Advertising Agencies,Communication Services,"Mobiquity Technologies, Inc.",MOBQ,7,High
11580000.0,16377750.0,17095000.0,24414000.0,1.69,14402687.0,0.59,1.244,0.3457650839,0.3399999999999999,0,0.181,0.142,-2.43,2.63,0,0,Internet Content & Information,Communication Services,"Zedge, Inc.",ZDGE,4,High
279700000.0,2451924992.0,378500000.0,3596999936.0,15.98,5194063872.0,1.444,18.57,-0.718127817,0.3399999999999999,1,-0.939,-0.241,-2.27,-0.8,0,0,Entertainment,Communication Services,Lions Gate Entertainment Corpor,LGF-A,0,Medium
200416000.0,13745375.0,215083008.0,1881074048.0,55.22,-139160752.0,-0.074,-0.694,0.3457650839,0.3399999999999999,0,0.118,0.092,-2.08,3.99,0,0,Broadcasting,Communication Services,Scienjoy Holding Corporation,SJ,-6,Low
-156839792.0,1698562.5,740971456.0,851857472.0,9.89,-557109056.0,-0.654,3.552,0.3457650839,0.3399999999999999,0,0.038,0.011,-3.2,1.89,0,0,Advertising Agencies,Communication Services,WiMi Hologram Cloud Inc.,WIMI,0,Medium
3519000064.0,2465750016.0,21398999040.0,28960999424.0,17.7,-1847048204.8,-0.293,-2.415,0.3457650839,0.3399999999999999,0,0.063,0.046,-2.73,4.21,0,0,Internet Content & Information,Communication Services,Tencent Music Entertainment Gro,TME,-9,Low
42239000.0,-89373872.0,201344000.0,307495008.0,2.68,297076256.0,0.966,7.033,0.3457650839,0.3399999999999999,0,-0.118,-0.11,-1.91,4.73,0,0,Internet Content & Information,Communication Services,Opera Limited,OPRA,-3,Low
-24359252.0,-70124496.0,10615810.0,11283365.0,0.11,179935024.0,15.947,-7.387,0.3457650839,0.3399999999999999,0,-0.091,-0.051,-1.85,-0.31,0,0,Entertainment,Communication Services,Hall of Fame Resort & Entertain,HOFV,7,High
-18331072.0,1698562.5,709725.0,21838592.0,0.47,223264160.0,10.223,-12.18,0.3457650839,0.3399999999999999,0,0.038,-1.31077,-0.49,2.05,0,0,Broadcasting,Communication Services,"Loop Media, Inc.",LPTV,4,High
36360000.0,107798752.0,284433984.0,339366016.0,6.97,238567696.0,0.703,6.561,0.3457650839,0.3399999999999999,0,-0.026,-0.022,-3.51,1.88,0,0,Electronic Gaming & Multimedia,Communication Services,"DoubleDown Interactive Co., Ltd",DDI,0,Medium
224508992.0,244523632.0,572545984.0,2167503872.0,35.76,1094389248.0,0.505,4.875,0.3457650839,0.3399999999999999,0,0.06,0.034,-2.55,2.46,0,0,Advertising Agencies,Communication Services,Criteo S.A.,CRTO,-3,Low
4064831.0,-9206805.0,28510992.0,31833558.0,1.65,-1462610.0,-0.046,-0.36,0.3457650839,0.3399999999999999,0,0.022,0.016,0.38,2.61,0,0,Entertainment,Communication Services,"Pop Culture Group Co., Ltd",CPOP,4,High
-13315675.0,-9998247.0,649972.0,35504392.0,413.01,80147488.0,2.257,-6.019,0.3457650839,0.3399999999999999,0,0.038,-0.6214999999999999,-2.92,-9.97,0,0,Entertainment,Communication Services,Anghami Inc.,ANGH,7,High
610800000.0,599524992.0,1251900032.0,2621400064.0,6.38,5300789248.0,2.022,8.678,-0.72103474,0.3399999999999999,0,-1.304,0.099,-2.85,1.76,0,0,Electronic Gaming & Multimedia,Communication Services,Playtika Holding Corp.,PLTK,0,Medium
-1831687.0,1698562.5,762739.0,3070866.0,0.14,10434118.0,3.398,-5.696,0.3457650839,0.3399999999999999,0,0.038,-1.176,-1.75,-6.59,0,0,Internet Content & Information,Communication Services,Locafy Limited,LCFY,7,High
492000000.0,324000000.0,392000000.0,3619000064.0,4.81,9279820800.0,2.564,18.861,0.3457650839,0.474,0,0.065,0.037,-2.51,2.35,0,0,Publishing,Communication Services,"Pearson, Plc",PSO,-3,Low
-509702419.52,1698562.5,5849295872.0,3421928960.0,5.7,-1847048204.8,-1.478,2.836,0.3457650839,0.3399999999999999,0,-0.285,-0.213,0.01,2.29,0,0,Internet Content & Information,Communication Services,Zhihu Inc.,ZH,-3,Low
2264000000.0,103375000.0,2977999872.0,6024999936.0,24.64,11674262528.0,1.938,5.156,0.3457650839,0.3399999999999999,0,0.1,0.027,-2.91,0.78,0,0,Telecom Services,Communication Services,"Frontier Communications Parent,",FYBR,0,Medium
14255000.0,26510876.0,391408992.0,1045552000.0,18.95,95566424.0,0.091,6.704,0.3457650839,0.3399999999999999,0,0.089,0.0279999999999999,-0.75,1.58,0,0,Internet Content & Information,Communication Services,Outbrain Inc.,OB,0,Medium
110156000.0,-11024000.0,287811008.0,581891968.0,7.34,1583782400.0,2.722,14.378,0.3457650839,0.3399999999999999,0,-0.054,0.027,-1.55,-0.1,0,0,Internet Content & Information,Communication Services,Vivid Seats Inc.,SEAT,3,Medium
33580000.0,-488171488.0,828540032.0,1724617984.0,50.35,3257019392.0,1.889,96.993,-0.330161025,0.3399999999999999,0,-0.081,-0.03,-1.99,0.41,0,0,Entertainment,Communication Services,Madison Square Garden Entertain,MSGE,0,Medium
3404999936.0,9961339740.159954,2588999936.0,19323000832.0,19.16,86315704320.0,4.467,25.35,-0.970368449,0.3399999999999999,0,-0.171,-0.061,-0.87,0.25,1,0,Entertainment,Communication Services,"Warner Bros. Discovery, Inc. -",WBD,-4,Low
809884992.0,217480000.0,294831008.0,3787533056.0,25.69,7510006784.0,1.983,9.273,-1.089254234,0.3399999999999999,0,-0.288,-0.027,-2.52,0.19,0,0,Broadcasting,Communication Services,"iHeartMedia, Inc.",IHRT,0,Medium
50416476.0,1698562.5,102000.99,481052000.0,9.07,22358372.0,2.402,5.7445,0.3457650839,0.3399999999999999,0,0.038,0.011,-2.43,2.03,0,0,Electronic Gaming & Multimedia,Communication Services,Mobile Global Esports Inc.,MGAM,0,Medium
7493620.0,1698562.5,4915815.0,53892880.0,10.04,24494424.0,0.455,3.269,0.3457650839,0.3399999999999999,0,0.038,0.011,-0.02,1.73,0,0,Advertising Agencies,Communication Services,"Direct Digital Holdings, Inc.",DRCT,7,High
4312158.0,1698562.5,2358724.0,5969498.0,0.15,63066492.0,10.565,14.625,0.3457650839,0.3399999999999999,0,0.038,0.011,-2.43,2.03,0,0,Internet Content & Information,Communication Services,Starbox Group Holdings Ltd.,STBX,4,High
-15152000.0,-3161500.0,22357000.0,70527000.0,2.43,12077500.0,0.171,-0.797,0.3457650839,0.3399999999999999,0,-2.567,-0.5670000000000001,-4.12,-5.19,0,0,Telecom Services,Communication Services,uCloudlink Group Inc.,UCL,7,High
-455044000.0,463178240.0,3075474944.0,2206446080.0,3.77,26122436608.0,11.839,-57.406,0.3457650839,0.3399999999999999,0,-1.47,-0.162,-3.48,1.88,0,0,Electronic Gaming & Multimedia,Communication Services,Roblox Corporation,RBLX,-3,Low
89414000.0,97878000.0,308472992.0,1443857024.0,5.91,465662848.0,0.323,5.208,0.3457650839,0.3399999999999999,0,-0.034,-0.017,-2.89,1.59,0,0,Internet Content & Information,Communication Services,Taboola.com Ltd.,TBLA,0,Medium
-509702419.52,909572224.0,4428952064.0,4599996928.0,2.85,15175505920.0,3.299,-19.216,0.3457650839,0.3399999999999999,0,-0.327,-0.133,-3.46,0.71,0,0,Internet Content & Information,Communication Services,Snap Inc.,SNAP,0,Medium
-49155000.0,53908624.0,417182016.0,325774016.0,8.95,1183159424.0,3.632,-24.07,0.3457650839,0.3399999999999999,0,-0.3289999999999999,-0.0969999999999999,-2.22,1.1,0,0,Internet Content & Information,Communication Services,Fiverr International Ltd.,FVRR,3,Medium
-7066000.0,1698562.5,18830000.0,280455008.0,9.46,75539584.0,0.269,-10.691,0.3457650839,0.3399999999999999,0,-0.045,-0.037,-2.29,0.47,0,0,Entertainment,Communication Services,Kuke Music Holding Limited,KUKE,3,Medium
-12736268.0,-210853.0,5031813.0,1924358.0,0.21,3969204.0,2.063,-0.312,0.3457650839,0.3399999999999999,0,-0.1776,-0.0904,16.190599999999993,1.33,0,0,Advertising Agencies,Communication Services,Baosheng Media Group Holdings L,BAOS,7,High
79450000.0,62605500.0,121223000.0,583201024.0,3.58,2670117888.0,4.578,33.608,0.3457650839,0.3399999999999999,0,-0.736,-0.094,-2.82,1.1,0,0,Entertainment,Communication Services,Manchester,MANU,3,Medium
957000000.0,2222125056.0,420000000.0,5136000000.0,69.99,5407548928.0,1.053,5.651,0.1807311671,0.046,9,0.038,0.3060599999999995,-3.98,2.82,0,0,Entertainment,Communication Services,"Sinclair Broadcast Group, Inc.",SBGI,-5,Low
483774016.0,186399120.0,152480000.0,3857207040.0,12.12,3060265728.0,0.793,6.326,-1.10518364212,0.3399999999999999,0,0.027,0.012,-2.16,0.81,0,0,Advertising Agencies,Communication Services,Advantage Solutions Inc.,ADV,0,Medium
308942016.0,1698562.5,216628992.0,940379008.0,6.13,3060980224.0,3.255,9.908,0.3457650839,0.3399999999999999,0,-0.158,-0.088,-2.43,2.03,0,0,Internet Content & Information,Communication Services,"Getty Images Holdings, Inc.",GETY,0,Medium
-120657000.0,-40622624.0,41213000.0,233436000.0,12.11,115932648.0,0.497,-0.961,0.3457650839,0.3399999999999999,0,-0.644,-0.374,-2.82,-4.63,0,0,Internet Content & Information,Communication Services,TuanChe Limited,TC,3,Medium
30526000.0,20517624.0,40441000.0,271471008.0,4.26,585240768.0,2.156,19.172,0.3457650839,0.3399999999999999,0,-0.177,-0.061,-3.06,0.14,0,0,Telecom Services,Communication Services,"KORE Group Holdings, Inc.",KORE,3,Medium
-185756992.0,-122712128.0,138484000.0,310188000.0,1.6,732186112.0,2.36,-3.942,0.3457650839,0.3399999999999999,0,-0.182,-0.145,1.06,0.92,0,0,Internet Content & Information,Communication Services,Genius Sports Limited,GENI,3,Medium
81125.0,-8771823.0,7149806.0,44584996.0,2.75,94916912.0,2.129,103.55501999999976,0.3457650839,0.3399999999999999,0,-0.183,-0.126,-2.75,1.85,0,0,Internet Content & Information,Communication Services,"Upexi, Inc.",UPXI,4,High
716588032.0,-191233120.0,567297984.0,1729976064.0,5.42,5274059264.0,3.049,7.36,0.3457650839,0.3399999999999999,0,-0.186,-0.046,-2.08,-0.2,0,0,Telecom Services,Communication Services,IHS Holding Limited,IHS,0,Medium
-509702419.52,1698562.5,24917663744.0,20950386688.0,53.45,-1847048204.8,-0.133,0.529,0.3457650839,0.3399999999999999,0,-0.428,-0.165,-3.61,1.41,0,0,Electronic Gaming & Multimedia,Communication Services,Bilibili Inc.,BILI,-3,Low
-26857000.0,2465250.0,68189000.0,434129984.0,4.99,422145760.0,0.972,-15.718,0.3457650839,0.3399999999999999,0,-0.243,-0.125,-2.19,-0.2,0,0,Internet Content & Information,Communication Services,"BuzzFeed, Inc.",BZFD,3,Medium
690588032.0,1316279936.0,817344000.0,3064656896.0,71.69,3442709504.0,1.123,4.985,0.1510144168,0.3399999999999999,0,0.309,0.05,-2.49,1.65,0,0,Entertainment,Communication Services,AMC Networks Inc.,AMCX,0,Medium
3388999936.0,9961339740.159954,4036999936.0,29717000192.0,45.82,26667325440.0,0.897,7.869,-0.585224309,0.2019999999999999,1,0.136,0.053,-2.22,1.41,1,0,Entertainment,Communication Services,Paramount Global,PARA,-4,Low
-5496000.0,-3895697.0,1984562.0,21382092.0,0.5,274191872.0,12.823,-49.889,0.3457650839,0.3399999999999999,0,-1.335,-0.556,-2.79,8.69,0,0,Telecom Services,Communication Services,"FingerMotion, Inc.",FNGR,1,Medium
-106605000.0,-29294750.0,666288000.0,217572992.0,0.76,390817600.0,1.796,-3.666,0.3457650839,0.3399999999999999,0,-0.267,-0.236,-2.43,4.25,0,0,Internet Content & Information,Communication Services,"Nextdoor Holdings, Inc.",KIND,-3,Low
-109913000.0,-141804624.0,202371008.0,18328000.0,0.35,344398560.0,18.791,-3.133,0.3457650839,0.3399999999999999,0,-0.284,-0.065,-0.29,1.37,0,0,Telecom Services,Communication Services,"AST SpaceMobile, Inc.",ASTS,7,High
-25430892.0,-12648741.0,5223051.0,15693247.0,1.31,5010594.0,0.319,-0.197,0.3457650839,0.3399999999999999,0,-1.903,-1.171,-4.82,-10.13,0,0,Electronic Gaming & Multimedia,Communication Services,Motorsport Games Inc.,MSGM,7,High
-50191432.0,-24724986.0,16443929.0,145067968.0,0.43,116370944.0,0.802,-2.319,0.3457650839,0.3399999999999999,0,-0.7090000000000001,-0.369,3.63,-0.99,0,0,Internet Content & Information,Communication Services,Luokung Technology Corp,LKCO,3,Medium
-433244000.0,1698562.5,10716736512.0,10524011520.0,43.89,-1847048204.8,-0.967,23.489,0.3457650839,0.3399999999999999,0,0.003,0.003,-1.55,2.93,0,0,Entertainment,Communication Services,HUYA Inc.,HUYA,-6,Low
-178748992.0,173325120.0,1846738944.0,784616000.0,27.43,-1663149184.0,-2.12,9.304,0.3457650839,0.3399999999999999,0,0.001,0.0,-2.43,2.03,0,0,Internet Content & Information,Communication Services,Cheetah Mobile Inc.,CMCM,0,Medium
318644992.0,646169600.0,2659019008.0,2720401920.0,4.16,12376625152.0,4.55,38.841,-0.759850353,0.3399999999999999,0,0.02,0.017,-1.38,17.95,0,0,Internet Content & Information,Communication Services,"Pinterest, Inc.",PINS,-6,Low
668992512.0,1698562.5,3017128960.0,2158494976.0,9.28,2288829696.0,1.06,3.421,0.3457650839,0.3399999999999999,0,0.017,0.008,-2.25,1.59,0,0,Internet Content & Information,Communication Services,Weibo Corporation,WB,0,Medium
-509702419.52,558124992.0,3999000064.0,5639000064.0,16.13,14731564032.0,2.612,-26.074,-0.72546033,0.3399999999999999,0,-0.149,-0.106,-2.34,4.19,0,0,Internet Content & Information,Communication Services,"DoorDash, Inc.",DASH,-6,Low
-84996000.0,-30336376.0,93925000.0,167614000.0,2.23,418077312.0,2.494,-4.919,0.3457650839,0.3399999999999999,0,-1.62,-0.363,-2.73,-1.28,0,0,Internet Content & Information,Communication Services,Similarweb Ltd.,SMWB,3,Medium
-24719000.0,-26983124.0,1899000.0,12640000.0,0.18,34225512.0,2.708,-1.385,0.3457650839,0.3399999999999999,0,-2.16,-0.2253,-2.47,-7.77,0,0,Telecom Services,Communication Services,ComSovereign Holding Corp.,COMS,7,High
65000000.0,55896248.0,77366000.0,371056000.0,2.41,1373818112.0,3.702,21.136,-0.530909865,0.3399999999999999,0,-0.001,-0.001,-2.49,2.67,0,0,Advertising Agencies,Communication Services,Integral Ad Science Holding Cor,IAS,0,Medium
8055279104.0,9961339740.159954,4813720064.0,28911269888.0,35.24,16110921728.0,0.557,2.0,0.3457650839,0.3399999999999999,0,-0.376,-0.052,-2.72,-0.99,0,0,Entertainment,Communication Services,"iQIYI, Inc.",IQ,0,Medium
-18048000.0,68302496.0,35194000.0,560380992.0,13.94,578607872.0,1.033,-32.059,-1.009008238,0.3399999999999999,0,0.038,-0.1169999999999999,-4.33,-0.32,0,0,Internet Content & Information,Communication Services,"MediaAlpha, Inc.",MAX,3,Medium
50416476.0,1698562.5,424720.0,1568088.0,0.7,2579591.0,1.645,5.7445,0.3457650839,0.3399999999999999,0,-0.7170000000000001,-0.657,-2.43,13.09,0,0,Internet Content & Information,Communication Services,Onfolio Holdings Inc.,ONFO,1,Medium
-51435000.0,-11748750.0,82522000.0,2916000.0,0.04,269044000.0,92.265,-5.231,0.3457650839,0.3399999999999999,0,-0.75,-0.578,-2.43,-1.31,0,0,Internet Content & Information,Communication Services,NextNav Inc.,NN,7,High
-7456433.0,-3523972.0,4174763.0,5404794.0,0.38,7890602.0,1.46,-1.058,0.3457650839,0.3399999999999999,0,-0.5429999999999999,-0.349,-1.39,-3.65,0,0,Internet Content & Information,Communication Services,Grom Social Enterprises Inc.,GROM,7,High
-26491000.0,18664376.0,41269000.0,422225984.0,13.95,152495600.0,0.361,-5.757,0.2378400878,0.3399999999999999,0,-0.243,-0.153,-2.62,5.82,0,0,Internet Content & Information,Communication Services,"EverQuote, Inc.",EVER,-3,Low
1418000000.0,846750016.0,1883000064.0,10385000448.0,17.62,13042285568.0,1.256,9.198,0.3734311486,0.3399999999999999,0,0.0831,0.0365,-2.65,1.44,1,0,Entertainment,Communication Services,News Corporation,NWS,-4,Low
108421000.0,188270128.0,233132000.0,549011968.0,4.16,1558890496.0,2.839,14.378,-0.488066215,0.3399999999999999,0,-0.1119999999999999,-0.036,-2.82,0.41,0,0,Advertising Agencies,Communication Services,"Magnite, Inc.",MGNI,3,Medium
-343424000.0,-178035120.0,470468000.0,377694016.0,0.94,279358304.0,0.74,-0.813,-1.10518364212,0.3399999999999999,0,-0.731,-0.431,-4.47,-1.38,0,0,Electronic Gaming & Multimedia,Communication Services,Skillz Inc.,SKLZ,3,Medium
14023810048.0,5720754176.0,6027122176.0,46882865152.0,26.16,26907092992.0,0.574,1.919,0.3457650839,1.786369999999993,0,0.081,0.047,-3.0,1.26,0,0,Telecom Services,Communication Services,Telefonica Brasil S.A.,VIV,0,Medium
-43622000.0,-4426125.0,199680992.0,186635008.0,1.97,-38797056.0,-0.208,0.889,-0.189388891,0.3399999999999999,0,-0.407,-0.34,-3.7,-0.46,0,0,Internet Content & Information,Communication Services,"TrueCar, Inc.",TRUE,3,Medium
93200000.0,-59837500.0,965200000.0,3887000064.0,7.54,12855302144.0,3.307,103.55501999999976,0.5166143214,0.3399999999999999,0,0.37,-0.0819999999999999,-1.46,-0.82,0,0,Entertainment,Communication Services,"AMC Entertainment Holdings, Inc",AMC,0,Medium
773486976.0,2128668288.0,5860434944.0,11638874112.0,52.6,21062127616.0,1.81,27.23,0.6354555702,0.3399999999999999,0,-0.826,0.021,-0.57,1.53,1,0,Entertainment,Communication Services,"Live Nation Entertainment, Inc.",LYV,-4,Low
-30943000.0,1698562.5,83498000.0,248594000.0,2.52,-8377287.0,-0.034,0.271,0.3457650839,0.3399999999999999,0,-0.319,-0.184,-2.2,0.29,0,0,Advertising Agencies,Communication Services,iClick Interactive Asia Group L,ICLK,3,Medium
-55000.0,8778750.0,11095000.0,68786000.0,3.49,61861068.0,0.899,-83.93912,0.3457650839,0.3399999999999999,0,-0.061,-0.045,-2.67,1.09,0,0,Electronic Gaming & Multimedia,Communication Services,Bragg Gaming Group Inc.,BRAG,7,High
-396000000.0,498249984.0,3665999872.0,11249999872.0,58.41,13983471616.0,1.243,-35.312,0.0699513293,0.3399999999999999,0,-0.09,-0.027,-3.11,2.79,0,0,Internet Content & Information,Communication Services,Spotify Technology S.A.,SPOT,-3,Low
-407150016.0,-141167744.0,372671008.0,851654976.0,5.38,744815040.0,0.875,-1.829,-1.10518364212,0.3399999999999999,0,-0.847,-0.382,-2.76,-1.86,0,0,Broadcasting,Communication Services,fuboTV Inc.,FUBO,3,Medium
